ID	参数类型1	TextMapContent
UI_STC_GAMEENTRYPAGE_CONTINUE_TEXT		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_CONTINUE_TEXT
UI_STC_GAMEENTRYPAGE_CONTINUE_LABEL		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_CONTINUE_LABEL
UI_STC_GAMEENTRYPAGE_CONTINUE_TIPS		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_CONTINUE_TIPS
UI_STC_GAMEENTRYPAGE_NEWGAME_TEXT		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_NEWGAME_TEXT
UI_STC_GAMEENTRYPAGE_NEWGAME_LABEL		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_NEWGAME_LABEL
UI_STC_GAMEENTRYPAGE_NEWGAME_TIPS		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_NEWGAME_TIPS
UI_STC_GAMEENTRYPAGE_GALLERY_TEXT		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_GALLERY_TEXT
UI_STC_GAMEENTRYPAGE_GALLERY_LABEL		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_GALLERY_LABEL
UI_STC_GAMEENTRYPAGE_GALLERY_TIPS		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_GALLERY_TIPS
UI_STC_GAMEENTRYPAGE_EXIT_TEXT		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_EXIT_TEXT
UI_STC_GAMEENTRYPAGE_EXIT_LABEL		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_EXIT_LABEL
UI_STC_GAMEENTRYPAGE_EXIT_TIPS		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_EXIT_TIPS
UI_STC_GAMEENTRYPAGE_OPTION		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_OPTION
UI_STC_GAMEENTRYPAGE_PLAYER		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_PLAYER
UI_STC_GAMEENTRYPAGE_SHOP		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_SHOP
UI_STC_GAMEENTRYPAGE_TIME		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_TIME
UI_STC_GAMEENTRYPAGE_FEEDBACK		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_FEEDBACK
UI_STC_GAMEENTRYPAGE_BULLETIN		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_BULLETIN
UI_STC_GAMEENTRYPAGE_HANDBOOK		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_HANDBOOK
UI_STC_GAMEENTRYPAGE_MAINMENU		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_MAINMENU
UI_STC_GAMEENTRYPAGE_LEVEL		TextMapUIStcData_TextMapContent_UI_STC_GAMEENTRYPAGE_LEVEL
UI_STC_SHOPPAGE_NEED_MATERIALS		TextMapUIStcData_TextMapContent_UI_STC_SHOPPAGE_NEED_MATERIALS
UI_STC_BAGPAGE_BAG		TextMapUIStcData_TextMapContent_UI_STC_BAGPAGE_BAG
UI_STC_BAGPAGE_WEIGHT		TextMapUIStcData_TextMapContent_UI_STC_BAGPAGE_WEIGHT
UI_STC_BAGPAGE_DROP_TITLE		TextMapUIStcData_TextMapContent_UI_STC_BAGPAGE_DROP_TITLE
UI_STC_BAGPAGE_DROP_WARNING		TextMapUIStcData_TextMapContent_UI_STC_BAGPAGE_DROP_WARNING
UI_STC_CHARACTERPAGE_WEAPON		TextMapUIStcData_TextMapContent_UI_STC_CHARACTERPAGE_WEAPON
UI_STC_CHARACTERPAGE_RELIC		TextMapUIStcData_TextMapContent_UI_STC_CHARACTERPAGE_RELIC
UI_STC_CHARACTERPAGE_SKILL		TextMapUIStcData_TextMapContent_UI_STC_CHARACTERPAGE_SKILL
UI_STC_CHARACTERPAGE_BACK		TextMapUIStcData_TextMapContent_UI_STC_CHARACTERPAGE_BACK
UI_STC_CHARACTERPAGE_COST		TextMapUIStcData_TextMapContent_UI_STC_CHARACTERPAGE_COST
UI_STC_CHARACTER_PAGE_AVATAR		TextMapUIStcData_TextMapContent_UI_STC_CHARACTER_PAGE_AVATAR
UI_STC_CHARACTER_PAGE_LEVEL_UP		TextMapUIStcData_TextMapContent_UI_STC_CHARACTER_PAGE_LEVEL_UP
UI_STC_CHARACTER_PAGE_STAR_UP		TextMapUIStcData_TextMapContent_UI_STC_CHARACTER_PAGE_STAR_UP
UI_STC_CHARACTER_PAGE_MAX_EXP		TextMapUIStcData_TextMapContent_UI_STC_CHARACTER_PAGE_MAX_EXP
UI_STC_CHARACTER_PAGE_LEVEL_NOT_ENOUGH		TextMapUIStcData_TextMapContent_UI_STC_CHARACTER_PAGE_LEVEL_NOT_ENOUGH
UI_STC_USEMATERIALDIALOG_USENUM		TextMapUIStcData_TextMapContent_UI_STC_USEMATERIALDIALOG_USENUM
UI_STC_USEMATERIALDIALOG_DROPLINK		TextMapUIStcData_TextMapContent_UI_STC_USEMATERIALDIALOG_DROPLINK
UI_STC_USEMATERIALDIALOG_NOITEM		TextMapUIStcData_TextMapContent_UI_STC_USEMATERIALDIALOG_NOITEM
UI_STC_MAP_SCENE_EXPLORE		TextMapUIStcData_TextMapContent_UI_STC_MAP_SCENE_EXPLORE
UI_STC_MAP_AREA_LOCKED		TextMapUIStcData_TextMapContent_UI_STC_MAP_AREA_LOCKED
UI_STC_MAP_AREA_UNLOCKED		TextMapUIStcData_TextMapContent_UI_STC_MAP_AREA_UNLOCKED
UI_STC_LEVELUP_DIALOG_TITLE		TextMapUIStcData_TextMapContent_UI_STC_LEVELUP_DIALOG_TITLE
UI_STC_LEVELUP_DIALOG_OK		TextMapUIStcData_TextMapContent_UI_STC_LEVELUP_DIALOG_OK
UI_STC_STARUP_DIALOG_TITLE		TextMapUIStcData_TextMapContent_UI_STC_STARUP_DIALOG_TITLE
UI_STC_STARUP_DIALOG_PROPERTY_CHANGE		TextMapUIStcData_TextMapContent_UI_STC_STARUP_DIALOG_PROPERTY_CHANGE
UI_STC_STARUP_DIALOG_NEED_MATERIAL		TextMapUIStcData_TextMapContent_UI_STC_STARUP_DIALOG_NEED_MATERIAL
UI_STC_AWAKENUP_DIALOG_TITLE		TextMapUIStcData_TextMapContent_UI_STC_AWAKENUP_DIALOG_TITLE
UI_STC_CHARACTERPAGE_TALENT		TextMapUIStcData_TextMapContent_UI_STC_CHARACTERPAGE_TALENT
UI_STC_TALENT_LOCKED		TextMapUIStcData_TextMapContent_UI_STC_TALENT_LOCKED
UI_STC_LOGOUT		TextMapUIStcData_TextMapContent_UI_STC_LOGOUT
UI_STC_BAG_NOITEM_TIP1		TextMapUIStcData_TextMapContent_UI_STC_BAG_NOITEM_TIP1
UI_STC_BAG_NOITEM_TIP2		TextMapUIStcData_TextMapContent_UI_STC_BAG_NOITEM_TIP2
UI_STC_DUNGEONENTRYPAGE_DungeonEntry		TextMapUIStcData_TextMapContent_UI_STC_DUNGEONENTRYPAGE_DungeonEntry
UI_STC_DUNGEONENTRYPAGE_PossibleReward		TextMapUIStcData_TextMapContent_UI_STC_DUNGEONENTRYPAGE_PossibleReward
UI_STC_DUNGEONENTRYPAGE_FPReward		TextMapUIStcData_TextMapContent_UI_STC_DUNGEONENTRYPAGE_FPReward
UI_STC_DUNGEONENTRYPAGE_LevelUnsuitable		TextMapUIStcData_TextMapContent_UI_STC_DUNGEONENTRYPAGE_LevelUnsuitable
UI_STC_DUNGEONENTRYPAGE_LevelSeriouslyUnsuitable		TextMapUIStcData_TextMapContent_UI_STC_DUNGEONENTRYPAGE_LevelSeriouslyUnsuitable
UI_STC_DUNGEONENTRYPAGE_Start		TextMapUIStcData_TextMapContent_UI_STC_DUNGEONENTRYPAGE_Start
UI_DUNGEONENTRY_DAILY_ENTRY_COUNT		TextMapUIStcData_TextMapContent_UI_DUNGEONENTRY_DAILY_ENTRY_COUNT
UI_DUNGEONENTRY_DAILY_NO_COUNT		TextMapUIStcData_TextMapContent_UI_DUNGEONENTRY_DAILY_NO_COUNT
UI_DUNGEONENTRY_DAILY_INFINITE_COUNT		TextMapUIStcData_TextMapContent_UI_DUNGEONENTRY_DAILY_INFINITE_COUNT
UI_STC_DungeonRevive_Quit		TextMapUIStcData_TextMapContent_UI_STC_DungeonRevive_Quit
UI_STC_DungeonRevive_Restart		TextMapUIStcData_TextMapContent_UI_STC_DungeonRevive_Restart
UI_STC_DungeonRevive_LastCheckPoint		TextMapUIStcData_TextMapContent_UI_STC_DungeonRevive_LastCheckPoint
UI_STC_DungeonRevive_ReviveCount		TextMapUIStcData_TextMapContent_UI_STC_DungeonRevive_ReviveCount
UI_STC_DungeonRevive_AutoQuitAfter		TextMapUIStcData_TextMapContent_UI_STC_DungeonRevive_AutoQuitAfter
UI_STC_DungeonSettle_AutoQuitAfter		TextMapUIStcData_TextMapContent_UI_STC_DungeonSettle_AutoQuitAfter
UI_STC_World_Revive		TextMapUIStcData_TextMapContent_UI_STC_World_Revive
UI_STC_SlotEquiped		TextMapUIStcData_TextMapContent_UI_STC_SlotEquiped
UI_STC_PlayerEnter		TextMapUIStcData_TextMapContent_UI_STC_PlayerEnter
UI_STC_PlayerLeave		TextMapUIStcData_TextMapContent_UI_STC_PlayerLeave
UI_STC_EnterOthersWorld_Title		TextMapUIStcData_TextMapContent_UI_STC_EnterOthersWorld_Title
UI_STC_EnterOthersWorld_Hint		TextMapUIStcData_TextMapContent_UI_STC_EnterOthersWorld_Hint
UI_STC_BackMyWorld_Title		TextMapUIStcData_TextMapContent_UI_STC_BackMyWorld_Title
UI_STC_BackMyWorld_Hint		TextMapUIStcData_TextMapContent_UI_STC_BackMyWorld_Hint
UI_STC_ConfirmKickSquads_Title		TextMapUIStcData_TextMapContent_UI_STC_ConfirmKickSquads_Title
UI_STC_ConfirmKickSquads_Hint		TextMapUIStcData_TextMapContent_UI_STC_ConfirmKickSquads_Hint
UI_STC_GonnaKickSquads		TextMapUIStcData_TextMapContent_UI_STC_GonnaKickSquads
UI_STC_KickedBySquadLeader		TextMapUIStcData_TextMapContent_UI_STC_KickedBySquadLeader
UI_STC_DungeonFollow_Title		TextMapUIStcData_TextMapContent_UI_STC_DungeonFollow_Title
UI_STC_DungeonFollow_Hint		TextMapUIStcData_TextMapContent_UI_STC_DungeonFollow_Hint
